SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
102882,1.0,Cash loans,F,N,Y,1,85500.0,665892.0,21609.0,477000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019689,-13618,-499,-7761,-4216,,1,1,0,1,0,0,Laborers,3,2,2,WEDNESDAY,16,0,0,0,0,0,0,Bank,,0.536124214,0.470456116,,,0.9786,,,,,,,,,0.1118,,,,,0.9786,,,,,,,,,0.1165,,,,,0.9786,,,,,,,,,0.1138,,,,,0.1028,,No,3.0,0.0,3.0,0.0,-2299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
102883,0.0,Cash loans,F,N,Y,0,67500.0,135000.0,14539.5,135000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.01885,-8806,-876,-5532,-1459,,1,1,1,1,0,0,Secretaries,2,2,2,FRIDAY,17,0,0,0,0,0,0,Security Ministries,0.56368623,0.752052766,0.728141299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
102884,0.0,Cash loans,M,N,N,0,180000.0,1125000.0,32895.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-18193,-2890,-2220,-1746,,1,1,1,1,0,0,Laborers,2,3,3,WEDNESDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.527208241,0.49865703,,0.1103,0.0732,0.9846,0.7892,0.0283,0.12,0.1034,0.3333,0.375,0.0787,0.0899,0.1245,0.0,0.0,0.1124,0.0759,0.9846,0.7975,0.0285,0.1208,0.1034,0.3333,0.375,0.0805,0.0983,0.1297,0.0,0.0,0.1114,0.0732,0.9846,0.792,0.0285,0.12,0.1034,0.3333,0.375,0.0801,0.0915,0.1267,0.0,0.0,reg oper account,block of flats,0.1134,Panel,No,0.0,0.0,0.0,0.0,-518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102885,0.0,Cash loans,F,N,Y,1,337500.0,1006920.0,45499.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-13003,-2795,-7103,-3404,,1,1,1,1,1,0,,3,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.558976045,0.640237076,0.64797686,0.066,,0.9583,,,0.0,0.2759,0.125,,0.1438,,0.0971,,,0.0672,,0.9583,,,0.0,0.2759,0.125,,0.147,,0.1012,,,0.0666,,0.9583,,,0.0,0.2759,0.125,,0.1463,,0.0988,,,,block of flats,0.0837,"Stone, brick",No,0.0,0.0,0.0,0.0,-499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,7.0
102886,0.0,Cash loans,M,N,Y,0,99000.0,239850.0,23850.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.003813,-24735,365243,-5207,-4252,,1,0,0,1,0,0,,2,2,2,FRIDAY,5,0,0,0,0,0,0,XNA,0.797496291,0.344403775,0.394495405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102888,0.0,Cash loans,F,N,Y,0,112500.0,500427.0,26329.5,432000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-13727,-317,-7805,-3958,,1,1,0,1,0,0,Laborers,2,2,2,THURSDAY,15,0,0,0,0,0,0,Self-employed,,0.572733181,0.497468889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,9.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
102889,0.0,Cash loans,M,N,N,1,202500.0,315000.0,19035.0,315000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Rented apartment,0.006207,-11562,-4326,-4330,-4010,,1,1,1,1,1,0,Laborers,3,2,2,THURSDAY,22,1,1,1,1,1,1,Industry: type 7,0.342684334,0.254079674,0.669056695,,,,,,,,,,,,0.0165,,,,,,,,,,,,,,0.0172,,,,,,,,,,,,,,0.0168,,,,,0.013,,No,9.0,0.0,9.0,0.0,-56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102890,0.0,Cash loans,F,N,Y,0,157500.0,497749.5,24075.0,378000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.003069,-23115,365243,-7127,-4610,,1,0,0,1,0,0,,1,3,3,WEDNESDAY,14,0,0,0,0,0,0,XNA,,0.651773002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
102891,1.0,Cash loans,F,N,Y,1,315000.0,824823.0,24246.0,688500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.0105,-13232,-1289,-7053,-3569,,1,1,0,1,0,0,Realty agents,3,3,3,MONDAY,11,0,0,0,0,0,0,Services,,0.409467985,0.345784802,0.0505,0.0535,0.9836,0.7756,0.0034,0.0,0.1207,0.1042,0.1458,0.0442,0.0412,0.053,0.0,0.0111,0.0084,0.0092,0.9732,0.6472,0.0,0.0,0.0345,0.0417,0.0833,0.0,0.0073,0.0047,0.0,0.0,0.051,0.0535,0.9841,0.7786,0.0034,0.0,0.1207,0.1042,0.1458,0.045,0.0419,0.0682,0.0,0.0113,reg oper account,block of flats,0.0035,"Stone, brick",No,4.0,1.0,4.0,1.0,-476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102892,0.0,Cash loans,F,N,Y,0,157500.0,834048.0,25285.5,720000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-20814,365243,-11411,-4209,,1,0,0,1,0,0,,2,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.062492207,0.73801962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,9.0,1.0,-207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102893,0.0,Cash loans,F,Y,N,0,180000.0,945000.0,40036.5,945000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.032561,-18857,-11534,-1412,-2410,7.0,1,1,0,1,0,0,Medicine staff,2,1,1,MONDAY,13,0,0,0,0,1,1,Medicine,0.648930099,0.724672273,0.600657537,0.0811,0.0492,0.997,0.9592,0.0185,0.0932,0.0803,0.3333,0.3471,0.0524,0.0661,0.0879,0.0,0.0072,0.0378,0.0309,0.997,0.9608,0.0093,0.1208,0.1034,0.2917,0.3333,0.0275,0.0331,0.0438,0.0,0.0063,0.0999,0.0567,0.997,0.9597,0.0228,0.12,0.1034,0.3333,0.3333,0.0584,0.0821,0.108,0.0,0.0073,reg oper account,block of flats,0.0381,Panel,No,0.0,0.0,0.0,0.0,-384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102894,0.0,Cash loans,M,Y,Y,3,360000.0,1535553.0,44896.5,1372500.0,Family,Commercial associate,Higher education,Married,House / apartment,0.011703,-14537,-2118,-1883,-4256,7.0,1,1,0,1,0,0,Managers,5,2,2,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 2,0.414864879,0.763020435,,0.0165,0.0287,0.9732,,,0.0,0.069,0.0417,,0.0,,0.0125,,0.0,0.0168,0.0298,0.9732,,,0.0,0.069,0.0417,,0.0,,0.0131,,0.0,0.0167,0.0287,0.9732,,,0.0,0.069,0.0417,,0.0,,0.0128,,0.0,,block of flats,0.0107,"Stone, brick",No,0.0,0.0,0.0,0.0,-1717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102895,0.0,Cash loans,F,N,Y,0,90000.0,1078200.0,34911.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-19770,-2956,-4051,-3199,,1,1,0,1,0,0,Cooking staff,2,2,2,MONDAY,11,0,0,0,0,1,1,Medicine,0.638714375,0.688370148,0.410102573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
102896,0.0,Cash loans,F,N,Y,0,180000.0,805536.0,32076.0,720000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010966,-18548,-3494,-9668,-2049,,1,1,0,1,0,0,Laborers,2,2,2,WEDNESDAY,16,0,0,0,0,0,0,Self-employed,0.722134918,0.620702511,0.782607837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
102897,0.0,Cash loans,M,N,N,0,202500.0,135000.0,16020.0,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-14631,-4803,-8425,-2815,,1,1,1,1,0,0,Drivers,2,1,1,SUNDAY,18,0,0,0,0,1,1,Business Entity Type 3,,0.655723053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
102899,0.0,Cash loans,F,N,Y,0,157500.0,697500.0,24840.0,697500.0,Family,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.026392,-19656,-1568,-11465,-3210,,1,1,0,1,1,0,Cooking staff,1,2,2,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.752529542,0.643025564,0.0928,,0.9742,,,0.0,0.2069,0.1667,,,,0.0751,,0.0086,0.0945,,0.9742,,,0.0,0.2069,0.1667,,,,0.0783,,0.0091,0.0937,,0.9742,,,0.0,0.2069,0.1667,,,,0.0765,,0.0088,,block of flats,0.061,"Stone, brick",No,1.0,1.0,1.0,1.0,-55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102900,0.0,Cash loans,M,N,Y,1,360000.0,517419.0,37651.5,468000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622,-10275,-3047,-4938,-2903,,1,1,0,1,1,1,,3,1,1,SUNDAY,12,0,0,0,0,1,1,Military,0.291830115,0.675747967,,0.0856,,0.9781,0.7008,,,0.1379,0.1667,0.2083,,,0.0693,,0.0232,0.0872,,0.9782,0.7125,,,0.1379,0.1667,0.2083,,,0.0722,,0.0246,0.0864,,0.9781,0.7048,,,0.1379,0.1667,0.2083,,,0.0705,,0.0237,reg oper account,block of flats,0.0595,Panel,No,0.0,0.0,0.0,0.0,-1229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,3.0
102901,0.0,Cash loans,M,N,Y,1,202500.0,1024740.0,49428.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-9798,-1436,-300,-2463,,1,1,0,1,0,1,Drivers,3,2,2,MONDAY,10,0,0,0,0,0,0,Construction,,0.546689425,0.45432106,0.1412,0.0529,0.9975,0.966,0.0439,0.08,0.0345,0.625,0.6667,0.068,0.1135,0.1061,0.0077,0.0219,0.1439,0.0549,0.9975,0.9673,0.0443,0.0806,0.0345,0.625,0.6667,0.0696,0.124,0.1106,0.0078,0.0232,0.1426,0.0529,0.9975,0.9665,0.0441,0.08,0.0345,0.625,0.6667,0.0692,0.1154,0.108,0.0078,0.0224,reg oper account,block of flats,0.1122,"Stone, brick",No,1.0,0.0,1.0,0.0,-646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
102902,0.0,Revolving loans,F,N,Y,0,90000.0,270000.0,13500.0,270000.0,Other_B,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-22999,365243,-8638,-4793,,1,0,0,1,0,0,,2,2,2,TUESDAY,11,0,0,0,1,0,0,XNA,,0.60103088,0.547810466,0.0619,,0.9816,,,,0.1379,0.1667,,,,0.0611,,,0.063,,0.9816,,,,0.1379,0.1667,,,,0.0636,,,0.0625,,0.9816,,,,0.1379,0.1667,,,,0.0622,,,,block of flats,0.048,,No,4.0,2.0,4.0,2.0,-511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
102903,1.0,Cash loans,F,N,N,1,90000.0,225000.0,16371.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010276,-14309,-593,-2220,-2449,,1,1,1,1,0,0,Core staff,3,2,2,THURSDAY,17,0,0,0,0,0,0,Kindergarten,0.365802698,0.598511261,0.2881296,0.1186,0.1429,0.9846,0.7892,0.0213,0.0,0.2759,0.1667,0.0417,0.0,0.0967,0.1023,0.0,0.0,0.1208,0.1483,0.9846,0.7975,0.0215,0.0,0.2759,0.1667,0.0417,0.0,0.1056,0.1066,0.0,0.0,0.1197,0.1429,0.9846,0.792,0.0215,0.0,0.2759,0.1667,0.0417,0.0,0.0983,0.1041,0.0,0.0,reg oper spec account,block of flats,0.0921,"Stone, brick",No,1.0,0.0,1.0,0.0,-2517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
102905,0.0,Cash loans,M,N,Y,2,112500.0,690048.0,22387.5,576000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689,-10265,-200,-4325,-2539,,1,1,0,1,0,0,Drivers,4,2,2,MONDAY,10,0,0,0,0,1,1,Industry: type 13,,0.097821039,0.73801962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102906,0.0,Cash loans,F,Y,Y,1,180000.0,791532.0,30798.0,567000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.020246,-15469,-7210,-523,-4940,13.0,1,1,0,1,0,0,Laborers,3,3,3,WEDNESDAY,7,0,0,0,0,0,0,Industry: type 5,0.310517382,0.506654702,0.349055251,0.101,0.0845,0.9836,,,0.08,0.0345,0.3333,,0.0474,,0.0896,,0.0023,0.1029,0.0877,0.9836,,,0.0806,0.0345,0.3333,,0.0485,,0.0933,,0.0024,0.102,0.0845,0.9836,,,0.08,0.0345,0.3333,,0.0483,,0.0912,,0.0023,,block of flats,0.1063,Panel,No,0.0,0.0,0.0,0.0,-481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
102907,0.0,Cash loans,F,N,Y,0,112500.0,385164.0,21024.0,292500.0,Unaccompanied,Working,Higher education,Single / not married,With parents,0.019101,-8992,-847,-4397,-1666,,1,1,0,1,0,0,Sales staff,1,2,2,WEDNESDAY,11,0,0,0,1,1,0,Advertising,0.201598093,0.587740887,0.7136314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
102908,0.0,Cash loans,F,Y,Y,2,225000.0,545040.0,20547.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-11967,-119,-3957,-4031,11.0,1,1,0,1,0,0,Laborers,4,2,2,FRIDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.713493181,,0.2289,0.171,0.9846,0.7892,0.0435,0.24,0.2069,0.3333,0.375,0.1011,0.1866,0.1403,0.0,0.0,0.2332,0.1775,0.9846,0.7975,0.0439,0.2417,0.2069,0.3333,0.375,0.1034,0.2039,0.1462,0.0,0.0,0.2311,0.171,0.9846,0.792,0.0438,0.24,0.2069,0.3333,0.375,0.1029,0.1898,0.1429,0.0,0.0,reg oper account,block of flats,0.1819,Panel,No,0.0,0.0,0.0,0.0,-1165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0
102909,1.0,Cash loans,M,Y,Y,0,157500.0,94500.0,11214.0,94500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.016612,-23243,-2016,-5917,-3891,9.0,1,1,1,1,0,0,Drivers,2,2,2,WEDNESDAY,15,0,0,0,0,0,0,Transport: type 4,,0.29761796,0.524496446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102910,0.0,Cash loans,F,N,N,0,90000.0,239850.0,25447.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.020246,-8127,-380,-5630,-800,,1,1,1,1,0,0,Sales staff,1,3,3,FRIDAY,15,0,0,0,0,0,0,Self-employed,0.322699407,0.279094411,,0.1021,0.1146,0.9801,0.728,0.0124,0.0,0.2069,0.1667,0.2083,0.1055,0.0824,0.0862,0.0039,0.0064,0.104,0.1189,0.9801,0.7387,0.0125,0.0,0.2069,0.1667,0.2083,0.1079,0.09,0.0898,0.0039,0.0068,0.1031,0.1146,0.9801,0.7316,0.0124,0.0,0.2069,0.1667,0.2083,0.1073,0.0838,0.0877,0.0039,0.0066,reg oper account,block of flats,0.0692,"Stone, brick",No,4.0,0.0,4.0,0.0,-728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102911,0.0,Cash loans,F,Y,Y,0,135000.0,381528.0,14382.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.006233,-15980,-2509,-5384,-3737,9.0,1,1,0,1,0,0,Accountants,1,2,2,THURSDAY,12,0,0,0,0,0,0,Self-employed,0.775827063,0.552297572,0.72383699,0.1247,0.0545,0.9836,0.7756,0.0133,0.0,0.2414,0.1667,0.2083,0.0805,0.1,0.1062,0.0077,0.0294,0.1271,0.0566,0.9836,0.7844,0.0134,0.0,0.2414,0.1667,0.2083,0.0823,0.1093,0.1106,0.0078,0.0312,0.126,0.0545,0.9836,0.7786,0.0134,0.0,0.2414,0.1667,0.2083,0.0819,0.1018,0.1081,0.0078,0.03,reg oper account,block of flats,0.0899,"Stone, brick",No,0.0,0.0,0.0,0.0,-1932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102913,0.0,Cash loans,F,N,N,0,99000.0,814041.0,23800.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-20278,-10425,-11197,-3521,,1,1,0,1,1,0,Managers,2,2,2,FRIDAY,9,0,0,0,0,0,0,Other,,0.694686022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102914,0.0,Cash loans,F,N,Y,0,112500.0,197820.0,13765.5,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.007114,-19481,365243,-6148,-3016,,1,0,0,1,1,0,,1,2,2,THURSDAY,15,0,0,0,0,0,0,XNA,,0.26504756,0.508286991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102915,0.0,Cash loans,M,Y,Y,0,180000.0,1436850.0,42142.5,1125000.0,Unaccompanied,Working,Lower secondary,Married,Municipal apartment,0.011657,-12628,-6016,-651,-4165,13.0,1,1,1,1,0,0,Drivers,2,1,1,THURSDAY,11,0,0,0,0,0,0,Other,0.24292896,0.703563213,0.639707568,0.0619,0.0736,0.9856,,,0.0,0.1379,0.1667,,0.0,,0.0643,,0.0281,0.063,0.0764,0.9856,,,0.0,0.1379,0.1667,,0.0,,0.067,,0.0297,0.0625,0.0736,0.9856,,,0.0,0.1379,0.1667,,0.0,,0.0655,,0.0286,,block of flats,0.0567,Panel,No,0.0,0.0,0.0,0.0,-1058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
102916,0.0,Cash loans,F,N,Y,0,67500.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689,-11929,-1862,-946,-487,,1,1,1,1,1,0,,2,2,2,SATURDAY,10,0,0,0,0,0,0,Other,0.218497635,0.443470892,0.377404249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102917,0.0,Revolving loans,F,N,Y,0,157500.0,157500.0,7875.0,157500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment,0.00963,-21529,-264,-7078,-4831,,1,1,1,1,0,0,High skill tech staff,2,2,2,WEDNESDAY,13,1,1,0,1,1,0,Trade: type 3,,0.447197942,0.374020803,0.1485,,0.9836,,,0.0,0.0345,0.1667,,0.0,,0.0471,,0.0,0.1513,,0.9836,,,0.0,0.0345,0.1667,,0.0,,0.0491,,0.0,0.1499,,0.9836,,,0.0,0.0345,0.1667,,0.0,,0.0479,,0.0,,specific housing,0.0593,"Stone, brick",No,4.0,0.0,4.0,0.0,-137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
102918,0.0,Cash loans,M,N,Y,1,202500.0,112500.0,5602.5,112500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01452,-16605,-781,-7161,-141,,1,1,0,1,0,0,Drivers,3,2,2,FRIDAY,11,0,0,0,0,0,0,Self-employed,,0.654591689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-582,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
102920,0.0,Cash loans,F,N,Y,1,180000.0,1040463.0,30550.5,868500.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.032561,-16627,-2255,-567,-161,,1,1,1,1,1,0,Core staff,3,1,1,TUESDAY,15,0,0,0,0,0,0,Postal,,0.617453729,0.477649155,0.1304,0.0897,0.9776,,,0.0,0.2966,0.1667,,,,0.075,,0.0057,0.1408,0.0931,0.9777,,,0.0,0.3103,0.1667,,,,0.0448,,0.0046,0.139,0.0897,0.9781,,,0.0,0.3103,0.1667,,,,0.0832,,0.0057,,block of flats,0.0593,Panel,No,1.0,1.0,1.0,0.0,-39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,1.0,2.0
